Provinsi,Kabupaten/Kota,Luas Wilayah (km2),Jumlah Penduduk (ribu jiwa),Indeks Pembangunan Literasi Masyarakat,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sanitasi Layak,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sumber Air Minum Layak,Realisasi Jumlah Kepala Keluarga Penerima Manfaat Bantuan Sosial,Jumlah Anggaran Bantuan Keluarga (rupiah),Rata-rata Pengeluaran per Kapita Sebulan Makanan dan Bukan Makanan di Daerah Perkotaan dan Perdesaan (rupiah),Tingkat Penyerapan Pendapatan (%),Tingkat Penyerapan Belanja (%),Rasio Efektivitas Pendapatan Asli Daerah (PAD) (%),Rasio Efektivitas Penerimaan Pajak (%),Rasio Belanja Terhadap Pendapatan (%),Rasio Belanja Pendidikan (%),Rasio Belanja Kesehatan (%),Rasio Belanja Ekonomi (%),Rasio Belanja Perumahan (%),Umur Harapan Hidup (tahun),Rata-rata Lama Sekolah (tahun),Indeks Pembangunan Manusia (%),Indeks Pembangunan Gender (%),Tingkat Pengangguran Terbuka (%),Jumlah Guru SMA/SMK,Jumlah Siswa SMA/SMK,Produk Domestik Regional Bruto (PDRB) Atas Dasar Harga Berlaku,Jumlah Desa yang memiliki Sarana Kesehatan,Jumlah Tenaga Kesehatan,Persentase Penduduk Miskin (%)
Aceh,Simeulue,1821.75,98.6,45.43,76.51,82.79,37059,22235400000,940943,97.04,97.81,89.67,62.61,105.9,32.05,10.41,7.8,0.88,69.69,9.89,70.95,79.78,5.5,660,4512,3151,96,613,17.69
Aceh,Aceh Singkil,1852.82,135.7,58.41,63.22,79.6,47653,28591800000,1139540,100.26,101.89,93.26,73.24,102.58,28.49,18.52,12.82,1.85,69.96,8.72,71.76,85.51,6.44,499,4651,3441,74,615,19.06
Aceh,Aceh Selatan,4175.37,242.0,47.87,77.96,85.87,92590,55554000000,990184,94.44,90.08,76.34,92.48,99.39,24.74,23.53,11.43,2.19,70.49,8.92,71.82,92.24,4.56,1225,8323,7466,135,810,12.02
Aceh,Aceh Tenggara,4179.12,234.4,47.5,64.01,91.4,61410,36846000000,1063173,97.85,94.11,95.34,76.6,99.96,27.02,16.96,9.61,1.42,72.75,10.1,73.59,93.28,4.79,1040,9130,6738,86,872,11.99
Aceh,Aceh Timur,5432.63,443.6,44.47,73.59,84.43,157848,94708800000,1080694,101.29,102.14,157.11,95.38,100.84,27.32,20.92,7.34,1.75,72.24,8.48,71.29,87.26,7.75,1366,12332,14935,147,1339,13.26
Aceh,Aceh Tengah,4521.7,226.7,81.65,86.34,88.27,64051,38430600000,1346480,98.35,94.52,104.96,80.61,98.16,24.29,24.09,9.72,2.19,73.04,10.03,77.27,97.89,4.21,818,7059,10721,85,1187,14.27
Aceh,Aceh Barat,2818.17,206.8,55.37,91.09,96.52,62281,37368000000,1514401,113.19,101.74,112.32,106.13,97.77,20.74,18.14,19.53,2.67,72.03,9.99,75.45,86.67,5.58,877,7283,14053,92,1067,17.6
Aceh,Aceh Besar,2882.83,428.3,76.92,90.3,90.68,144763,86857800000,1305397,100.12,99.52,97.98,92.19,99.91,22.15,16.04,9.35,2.18,73.24,10.37,76.57,95.37,7.93,1526,13240,18412,166,1035,13.21
Aceh,Pidie,3133.93,452.5,68.67,63.88,87.57,212538,127522800000,1175693,102.31,99.11,120.49,158.14,99.01,22.28,23.44,7.71,1.84,69.99,9.04,73.6,93.98,5.74,1559,14429,14549,148,2684,18.59
Aceh,Bireuen,1793.27,459.1,46.61,88.26,90.06,178165,106899000000,1138585,100.91,100.93,120.2,93.89,103.05,26.29,21.59,8.07,1.42,73.82,9.59,75.39,95.09,3.93,1684,15425,18381,161,1756,12.1
Aceh,Aceh Utara,2711.15,632.0,51.32,80.63,94.56,285833,171499800000,831256,102.57,101.6,130.78,110.31,100.64,26.2,12.96,6.46,1.38,72.75,9.11,73.35,93.36,6.88,2219,19211,30084,189,1405,16.11
Aceh,Aceh Barat Daya,1882.28,159.2,74.39,69.39,95.12,72161,43296600000,1151174,99.11,88.72,119.09,89.21,97.31,23.29,23.08,11.82,2.03,70.63,8.78,71.16,90.44,3.83,603,5593,5368,66,707,15.32
Aceh,Gayo Lues,5541.28,106.8,53.39,49.79,80.93,34131,20478600000,1416468,101.6,101.77,118.18,150.38,101.45,20.96,15.12,16.56,3.45,69.92,8.44,71.75,90.08,2.4,370,2978,3583,62,477,18.3
Aceh,Aceh Tamiang,2184.4,309.0,72.73,85.93,89.02,117402,70441200000,1083835,103.11,101.31,123.74,98.75,99.72,24.96,20.57,11.56,0.99,73.79,9.3,74.0,82.66,6.95,1178,12740,11542,86,791,12.17
Aceh,Nagan Raya,3416.32,176.4,58.92,87.32,90.75,56624,33974400000,1816186,94.99,91.49,106.92,62.73,99.48,22.52,19.11,13.52,1.68,72.67,9.25,73.1,91.32,5.22,555,5193,12432,99,960,16.94
Aceh,Aceh Jaya,3893.05,99.2,83.41,82.31,87.15,31767,19060200000,1470189,105.05,102.32,106.98,51.96,98.37,23.02,22.29,12.47,2.24,70.89,9.02,73.4,90.12,2.75,402,3749,3607,60,489,12.25
Aceh,Bener Meriah,1930.75,172.0,47.27,88.05,84.98,22577,13546200000,1674837,102.52,96.34,114.69,114.85,97.57,24.61,21.44,9.95,1.73,73.0,10.13,76.58,96.73,2.2,644,5509,6521,64,779,18.18
Aceh,Pidie Jaya,953.12,166.5,58.5,80.82,94.54,78359,47015400000,1109748,105.05,104.8,101.78,127.92,99.65,20.78,22.3,12.47,3.21,73.31,9.59,76.39,95.28,3.82,677,5321,4725,53,1062,18.28
Aceh,Kota Banda Aceh,55.85,265.0,69.63,99.39,99.05,35670,21402000000,2402736,104.43,101.85,112.5,104.97,99.56,22.63,24.82,10.46,2.56,75.25,13.1,88.85,96.18,7.55,1460,16962,26025,144,4807,6.95
Aceh,Kota Sabang,122.04,43.5,63.38,95.9,89.92,9008,5404800000,1654772,94.52,91.4,50.3,81.21,99.56,17.77,21.22,10.79,5.19,73.52,11.22,79.5,95.74,2.95,158,1645,1861,33,315,14.58
Aceh,Kota Langsa,217.17,198.0,70.42,94.3,98.06,49707,29824200000,1404479,106.65,103.8,119.87,99.53,98.89,22.75,31.5,7.08,1.35,74.11,11.28,80.96,95.88,7.34,731,7919,7324,48,874,10.33
Aceh,Kota Lhokseumawe,136.49,200.4,58.41,93.71,97.41,49158,29494800000,1692135,100.33,101.96,104.54,109.11,102.95,27.76,12.34,10.68,3.24,74.93,11.31,80.89,95.73,8.47,896,8802,11848,91,1157,10.44
Aceh,Kota Subulussalam,1183.6,99.1,71.93,61.57,57.25,32059,19235400000,1111169,87.92,69.46,62.49,52.17,91.64,27.34,17.62,8.86,2.29,69.8,8.43,70.64,85.88,5.12,454,4407,2762,21,496,16.38
Sumatera Utara,Nias,902.395,155.629,49.38,28.1,48.88,53008,31804800000,846451,104.33,103.57,141.53,86.6,107.41,22.52,23.77,11.79,5.36,71.89,6.4,66.13,91.22,2.1,698,8805,5305,42,1258,14.89
Sumatera Utara,Mandailing Natal,6547.257,505.36,32.43,40.14,84.72,110092,66055200000,1099930,103.06,100.21,108.43,78.01,101.7,29.41,13.2,7.19,1.89,71.88,9.11,73.44,93.88,7.22,1372,14343,20279,126,2548,8.69
Sumatera Utara,Tapanuli Selatan,4201.035,316.486,63.99,56.26,74.84,66574,39944400000,1018725,94.82,91.4,71.33,85.29,102.72,26.44,17.68,17.07,6.42,71.77,9.56,75.18,90.75,3.41,802,9463,21276,92,1865,6.92
Sumatera Utara,Tapanuli Tengah,2307.677,394.91,34.23,62.6,82.98,124574,74744400000,998132,100.11,98.25,117.49,92.31,98.85,30.9,20.49,7.56,3.1,71.96,8.92,73.34,95.38,7.45,1110,16553,13671,129,1850,11.8
Sumatera Utara,Tapanuli Utara,3895.604,326.993,30.11,89.78,92.91,82807,49684200000,1134114,95.34,93.02,72.77,77.69,95.73,30.6,21.13,8.19,2.6,74.36,10.31,77.48,97.69,1.21,1316,20351,11279,99,2063,8.21
Sumatera Utara,Toba Samosir,2291.616,216.72,56.03,95.84,96.01,56213,33727800000,1529530,96.62,93.57,95.92,78.11,100.54,26.44,17.05,12.78,1.46,74.54,10.77,78.44,98.24,1.09,892,14326,10284,68,1384,8.07
Sumatera Utara,Labuhan Batu,2772.384,520.545,48.51,88.7,93.42,103890,62334000000,1253529,96.49,96.13,105.54,76.98,100.17,29.17,25.56,8.91,1.42,73.13,9.5,75.2,90.85,5.9,1373,22069,50802,124,2351,7.84
Sumatera Utara,Asahan,3737.83,813.72,46.77,94.74,94.6,150328,90196800000,1247622,101.54,101.82,105.29,88.31,101.11,29.08,15.67,13.04,2.1,73.65,8.85,74.17,92.06,5.94,1609,28459,57458,287,2390,8.12
Sumatera Utara,Simalungun,4601.477,1051.845,33.28,94.97,99.09,224929,134957400000,1164359,95.17,94.79,129.97,117.24,100.41,32.13,15.42,11.94,2.17,74.3,9.73,75.88,93.41,5.17,2027,34226,58906,302,3313,7.72
Sumatera Utara,Dairi,2083.604,330.586,45.23,97.18,97.62,82632,49579200000,1166398,97.94,97.83,129.28,66.22,104.43,33.06,17.77,10.26,2.47,74.38,9.89,75.88,98.37,1.43,1049,18589,12694,175,1788,7.1
Sumatera Utara,Karo,2206.876,426.471,68.08,89.5,96.61,70170,42102000000,1563863,98.22,101.01,98.33,91.29,105.48,31.23,14.16,13.62,2.29,74.39,10.12,77.49,96.49,2.4,1201,18596,28868,265,1383,7.37
Sumatera Utara,Deli Serdang,2581.232,2048.48,60.3,97.88,96.37,240960,144576000000,1339650,90.14,88.29,69.87,65.34,98.5,45.06,11.47,12.97,4.93,73.81,10.29,77.56,92.15,8.02,4821,81120,151451,419,6171,3.44
Sumatera Utara,Langkat,6140.035,1078.676,49.18,89.95,92.49,277413,166447800000,1175139,122.85,132.72,115.17,97.12,107.87,39.14,14.03,7.27,1.94,74.39,8.74,74.85,89.05,6.08,2488,41708,62411,336,3742,9.04
Sumatera Utara,Nias Selatan,2531.703,389.957,27.3,15.33,69.38,88997,53398200000,815922,99.84,97.21,227.11,147.82,102.6,27.26,7.84,7.5,1.25,71.77,6.52,65.87,89.84,3.03,2468,19347,9128,88,2372,16.32
Sumatera Utara,Humbang Hasundutan,2351.514,207.076,41.78,97.92,97.73,57295,34377000000,1258079,98.65,97.52,95.55,92.04,101.28,30.32,16.33,11.92,2.79,74.27,10.13,73.33,97.42,0.92,916,13746,8272,51,946,8.44
Sumatera Utara,Pakpak Bharat,1365.607,56.212,69.57,82.96,68.97,14500,8700000000,1202502,99.34,97.85,150.99,123.94,110.33,22.68,15.16,19.95,4.59,72.95,9.73,73.09,99.2,0.97,255,2734,1719,36,518,6.87
Sumatera Utara,Samosir,1850.035,143.071,49.27,95.68,80.38,39882,23929200000,1486187,100.64,100.23,117.79,114.18,102.84,27.65,17.95,13.66,3.5,74.35,9.61,73.77,96.93,0.89,519,8302,6100,57,802,11.63
Sumatera Utara,Serdang Bedagai,1949.18,691.638,52.37,94.74,98.43,170284,102170400000,1116248,101.59,104.31,111.9,113.98,100.5,32.28,12.75,12.45,2.21,73.39,9.12,74.15,89.07,4.88,1488,25275,42012,191,1527,6.97
Sumatera Utara,Batu Bara,888.142,437.36,74.04,93.27,97.11,165107,99064200000,1188646,100.88,97.6,111.29,98.0,97.78,29.61,13.26,12.23,2.2,72.97,8.51,73.14,84.06,5.75,946,16213,47318,159,1374,10.94
Sumatera Utara,Padang Lawas Utara,3945.557,280.595,32.73,75.8,82.23,27870,16722000000,1126247,101.72,102.59,134.45,115.13,102.11,24.45,15.45,7.72,3.3,71.74,9.82,74.16,88.47,3.99,476,5721,17831,73,1459,8.97
Sumatera Utara,Padang Lawas,3914.413,280.764,52.55,73.63,89.96,50652,30391200000,1254860,101.32,98.28,113.87,50.89,99.43,31.51,15.11,10.22,2.59,71.67,9.63,73.1,86.97,5.47,699,7254,18330,72,1813,7.87
Sumatera Utara,Labuhan Batu Selatan,3079.61,336.577,71.63,80.93,90.05,37796,22677600000,1256423,97.16,96.74,95.69,63.03,106.35,27.83,13.28,19.45,1.98,72.71,9.19,75.11,88.88,3.24,701,11866,41910,88,1301,7.73
Sumatera Utara,Labuhan Batu Utara,3686.013,408.749,53.52,87.15,91.5,79587,47752200000,1190062,101.39,102.23,130.07,92.62,104.86,33.23,15.02,13.46,1.52,74.23,9.14,76.2,90.6,4.6,947,14806,36582,124,1912,8.98
Sumatera Utara,Nias Utara,1238.055,158.676,29.03,47.5,71.72,58337,35002200000,784833,103.25,99.89,127.38,54.35,99.51,27.57,11.32,11.92,2.89,72.3,7.05,66.42,80.92,2.82,912,8570,4790,56,1037,21.5
Sumatera Utara,Nias Barat,464.219,97.251,61.78,44.59,70.95,41189,24713400000,747842,101.05,97.37,90.25,86.71,98.53,34.16,9.76,16.84,3.78,72.55,7.26,65.66,87.57,1.0,693,5826,2532,47,949,22.68
Sumatera Utara,Kota Sibolga,11.471,91.747,72.96,36.9,96.86,23624,14174400000,1445663,82.72,80.96,40.49,88.65,98.33,20.14,31.29,10.35,3.62,74.19,10.45,77.52,98.0,6.52,501,7509,7202,37,988,11.39
Sumatera Utara,Kota Tanjung Balai,60.072,185.647,74.18,96.82,91.27,66656,39993600000,1322453,93.19,90.32,87.25,79.57,101.86,24.01,23.76,10.2,5.04,74.18,9.69,75.95,90.89,4.08,531,7997,12208,46,1007,11.97
Sumatera Utara,Kota Pematang Siantar,75.919,277.054,89.82,91.99,99.74,54098,32458800000,1452019,98.52,92.1,101.48,105.52,98.57,26.34,19.79,12.48,4.4,75.03,11.82,81.17,96.65,8.0,1628,26090,17352,82,2487,7.2
Sumatera Utara,Kota Tebing Tinggi,39.17,180.977,73.25,96.88,99.53,42101,25260600000,1698092,91.93,93.29,86.04,93.65,101.89,28.69,23.24,10.88,5.6,74.29,10.87,78.68,93.89,6.18,764,12856,7875,64,1370,8.79
Sumatera Utara,Kota Medan,279.29,2486.283,38.35,92.98,99.84,278294,166976400000,1950839,83.09,77.97,75.96,77.19,99.42,22.81,15.32,31.75,2.61,75.09,11.79,83.23,94.49,8.13,7427,123247,329609,390,19366,7.94
Sumatera Utara,Kota Binjai,93.77,307.17,49.9,96.23,98.88,51467,30880200000,1574067,93.95,93.46,69.99,69.1,99.23,29.2,22.0,9.56,5.42,74.45,11.2,78.67,91.38,5.44,1193,18769,15589,84,2062,4.75
Sumatera Utara,Kota Padangsidimpuan,159.298,240.067,44.39,48.42,64.99,38657,23194200000,1377462,92.38,89.2,72.82,65.82,102.65,25.72,19.82,8.15,3.63,73.73,11.13,78.61,97.46,7.17,1090,13598,8577,77,1431,6.23
Sumatera Utara,Kota Gunungsitoli,208.684,145.233,68.42,55.54,80.17,44215,26529000000,926353,98.64,94.2,80.84,72.03,99.61,32.75,10.83,11.98,3.13,74.23,8.76,72.3,90.24,3.3,711,10175,7322,46,980,14.72
Sumatera Barat,Kepulauan Mentawai,5983.222,92.76,57.59,75.64,70.23,26675,16005000000,1194950,96.65,91.23,101.77,101.07,99.29,23.8,13.32,20.3,3.39,71.21,8.03,66.67,90.13,1.44,428,4557,6246,49,1002,13.89
Sumatera Barat,Pesisir Selatan,6045.649,532.91,84.42,78.93,90.0,142185,85311000000,1195143,100.13,94.38,116.41,90.21,102.97,37.29,18.31,10.61,1.6,73.44,8.81,72.87,95.83,5.06,1962,22377,19182,140,3167,7.49
Sumatera Barat,Solok,3590.404,410.43,49.85,62.56,81.84,90056,54033600000,1292857,97.12,96.98,84.76,58.1,103.51,37.28,15.26,11.95,2.09,72.52,7.91,72.29,96.22,4.91,935,11061,18392,95,1355,7.31
Sumatera Barat,Sijunjung,3150.58,246.78,86.5,74.53,72.02,55434,33260400000,1343515,99.76,96.51,99.58,103.72,106.47,34.67,17.05,12.67,2.88,72.89,8.62,72.88,94.39,4.73,690,9579,12489,70,1297,5.78
Sumatera Barat,Tanah Datar,1377.186,388.23,39.86,65.02,92.74,83504,50102400000,1362746,100.59,97.74,105.17,82.54,102.61,32.79,19.5,14.92,0.99,74.26,9.29,76.49,97.48,5.3,881,13132,17496,99,1367,4.28
Sumatera Barat,Padang Pariaman,1342.266,459.17,51.55,63.73,91.77,94107,56464200000,1317747,101.55,93.09,93.6,87.47,101.63,35.65,17.42,13.19,0.78,73.88,8.42,74.9,93.92,6.59,1135,15143,26809,103,1636,6.27
Sumatera Barat,Agam,2226.27,559.3,72.92,77.0,89.68,95471,57282600000,1239225,95.33,91.49,75.0,61.46,100.54,38.88,18.55,10.71,1.07,74.39,9.23,75.08,97.09,4.73,1290,17284,27976,155,1755,6.83
Sumatera Barat,Lima Puluh Kota,3273.405,401.09,89.72,64.31,68.64,133303,79981800000,1387214,99.89,100.77,94.15,80.74,102.62,42.69,17.96,9.31,1.07,73.42,8.13,72.51,94.86,3.68,869,12115,20851,112,1432,6.92
Sumatera Barat,Pasaman,3902.444,318.08,86.64,49.35,86.06,103996,62397600000,1118769,98.01,94.05,94.71,90.82,103.49,36.08,22.73,8.53,1.97,72.36,8.14,70.61,92.91,5.25,934,12455,12165,75,1965,6.74
Sumatera Barat,Solok Selatan,3282.144,195.03,56.13,56.71,79.09,39548,23728800000,1564472,102.59,96.8,111.15,98.57,103.56,28.17,21.17,12.77,3.43,72.5,8.85,73.17,95.53,2.3,561,6292,7588,60,623,6.56
Sumatera Barat,Dharmasraya,2920.925,244.03,63.3,85.99,70.0,49199,29519400000,1657575,100.69,94.22,114.17,101.79,104.36,29.72,24.4,10.69,1.87,74.25,8.98,74.82,89.71,6.02,726,9236,14328,75,1784,5.32
Sumatera Barat,Pasaman Barat,3852.993,456.47,66.56,73.49,83.07,119936,71961600000,1307330,99.77,94.09,93.75,85.87,106.88,45.06,18.43,9.98,2.92,72.75,8.99,72.78,90.32,6.34,1239,16261,21116,91,2475,7.0
Sumatera Barat,Kota Padang,694.337,954.18,85.47,78.22,97.65,153099,91859400000,1974411,100.01,97.5,93.83,89.73,96.58,34.41,16.04,12.82,3.73,75.2,11.63,84.38,94.04,9.88,3059,44497,84183,223,9127,4.06
Sumatera Barat,Kota Solok,58.72,79.46,96.63,92.19,97.04,13873,8323800000,1638899,98.21,102.45,92.34,103.24,103.58,25.12,18.32,15.5,3.97,74.85,11.37,80.06,96.9,3.62,510,7596,5561,31,1533,3.07
Sumatera Barat,Kota Sawah Lunto,231.945,68.73,94.81,91.24,89.62,5540,3324000000,1758433,101.03,88.86,88.34,120.34,97.09,21.32,26.64,12.54,3.47,74.12,10.53,76.68,95.73,5.55,212,2770,5058,36,706,2.33
Sumatera Barat,Kota Padang Panjang,23.56,59.45,96.78,79.57,98.2,8134,4880400000,2182164,96.81,99.1,86.09,91.18,107.3,23.76,27.09,11.68,4.11,74.48,12.0,80.6,98.23,4.94,357,5094,4757,26,698,5.31
Sumatera Barat,Kota Bukittinggi,24.173,125.02,97.9,89.07,99.45,18538,11122800000,1869348,97.97,91.61,84.95,92.58,99.69,25.03,17.06,10.25,2.76,75.62,11.65,82.61,98.66,4.72,835,11851,11747,47,2278,4.08
Sumatera Barat,Kota Payakumbuh,74.552,146.73,72.15,87.93,99.44,24151,14490600000,1741566,102.69,92.64,106.51,102.66,98.59,26.97,26.63,12.65,2.78,75.08,10.89,80.76,98.93,4.87,801,13106,9421,70,1216,5.19
Sumatera Barat,Kota Pariaman,64.767,98.34,71.89,85.99,95.62,16890,10134000000,1540188,98.1,94.56,90.89,119.57,100.58,24.22,20.75,10.1,4.4,74.37,11.06,80.49,98.11,5.32,622,8486,6802,46,1326,4.26
Riau,Kuantan Singingi,5457.86,349.25,71.14,86.86,86.73,75136,45081600000,1454520,94.33,89.57,70.43,52.09,111.59,29.29,17.6,11.38,3.78,72.96,9.14,74.0,90.69,2.48,1232,13616,51996,150,1794,7.89
Riau,Indragiri Hulu,7871.85,468.37,66.05,86.09,77.63,69829,41897400000,1477643,103.75,104.84,90.7,104.22,110.98,31.01,16.61,12.92,1.54,73.63,8.43,72.75,87.41,2.55,1346,19250,60478,213,1622,6.02
Riau,Indragiri Hilir,13521.26,684.86,46.32,60.86,94.83,103415,62049000000,1227055,95.34,85.59,88.61,75.17,106.29,31.55,16.91,11.51,2.67,72.39,7.32,70.07,83.7,1.86,1406,19808,94985,264,2211,5.66
Riau,Pelalawan,13262.11,414.94,64.87,85.7,83.26,50306,30183600000,1554875,93.95,82.21,59.03,87.68,100.53,34.31,12.34,13.65,2.71,74.63,8.96,75.25,89.44,2.13,1266,17342,77686,107,1761,8.49
Riau,Siak,7805.54,483.75,69.31,93.32,91.79,57575,34545000000,1560377,83.95,89.14,122.72,101.36,111.48,27.87,14.7,20.32,3.4,73.98,9.92,76.52,89.03,4.53,1662,21746,121123,187,1804,5.08
Riau,Kampar,10352.8,894.85,78.3,87.82,96.0,162538,97522800000,1407683,106.13,106.05,151.27,92.7,102.18,33.86,16.72,12.69,3.46,74.61,9.58,76.29,90.18,3.67,2457,31716,116424,329,2619,6.92
Riau,Rokan Hulu,7658.15,593.49,32.99,90.64,93.45,93634,56180400000,1579865,99.5,102.08,105.49,80.97,103.5,34.05,12.31,15.55,4.53,73.67,8.94,73.07,83.05,2.73,1874,24404,56647,190,1834,9.62
Riau,Bengkalis,8616.36,591.8,38.62,92.63,95.72,82670,49602000000,1566665,97.44,87.43,78.93,100.69,102.33,24.86,15.61,17.64,4.29,74.21,9.74,76.37,89.91,5.88,2252,29516,175714,145,2673,6.36
Riau,Rokan Hilir,9068.46,673.32,22.13,80.76,86.82,133398,80038800000,1270994,119.48,118.19,256.12,73.17,99.76,29.39,12.16,16.83,4.15,73.87,8.53,72.46,85.81,4.31,1905,27771,102494,191,3376,7.01
Riau,Kepulauan Meranti,3623.56,213.72,67.62,61.31,93.44,113767,68260200000,1230088,85.23,81.8,37.34,45.45,98.8,27.32,20.85,12.83,2.18,72.25,8.12,69.64,87.44,4.51,611,6399,27469,55,898,23.15
Riau,Kota Pekanbaru,638.33,1026.67,74.9,96.46,99.65,62639,37583400000,2131025,92.87,92.54,93.16,97.35,99.31,27.27,13.5,17.26,5.52,75.89,11.96,84.26,94.04,4.63,4196,59885,171307,193,7350,3.15
Riau,Kota Dumai,2059.61,333.03,70.0,97.98,94.82,47505,28503000000,1721798,100.68,99.23,91.34,92.72,100.94,23.35,20.43,23.66,3.37,73.5,10.29,77.03,91.35,4.66,1018,14917,52668,63,1748,3.14
Jambi,Kerinci,3445.2,256.71,46.81,66.37,76.34,67948,40768800000,1458211,99.7,97.24,135.62,86.6,102.07,27.1,10.37,14.49,0.87,73.39,8.6,74.33,87.49,2.51,854,7024,14719,99,1317,6.93
Jambi,Merangin,7540.12,373.41,44.63,82.03,60.74,62402,37441200000,1240137,99.9,97.72,115.29,107.54,99.69,30.89,16.13,11.32,1.76,74.13,8.4,72.65,88.84,4.18,1098,11840,25472,155,2829,8.4
Jambi,Sarolangun,5935.89,306.51,61.64,82.34,76.41,62249,37349400000,1281097,102.06,98.1,91.3,77.52,103.28,20.2,16.77,15.86,2.09,73.65,8.35,73.76,92.0,5.03,968,10666,22701,93,1709,8.36
Jambi,Batang Hari,5387.52,316.55,71.67,85.37,84.8,57230,34338000000,1338418,72.82,71.89,29.69,12.92,97.4,27.57,14.49,14.68,2.82,74.74,8.35,73.12,85.95,4.49,662,9818,26150,103,1716,8.63
Jambi,Muaro Jambi,5225.8,424.58,57.59,87.11,78.46,49349,29609400000,1441241,102.66,103.52,133.79,117.9,103.12,31.56,16.35,11.74,4.85,74.75,8.7,73.11,82.47,5.27,982,14157,40476,147,1978,3.65
Jambi,Tanjung Jabung Timur,4546.62,238.98,60.48,74.72,87.12,65755,39453000000,1362025,105.24,101.55,108.45,106.72,103.29,25.77,13.79,22.94,3.9,74.37,7.7,70.77,88.09,2.06,435,6083,27296,91,1716,10.14
Jambi,Tanjung Jabung Barat,5546.06,335.07,58.81,78.32,93.84,75234,45140400000,1217048,123.39,120.18,109.39,94.53,102.93,19.64,13.75,25.76,10.59,73.41,8.32,72.01,86.53,3.2,722,9592,55733,121,1182,9.54
Jambi,Tebo,6103.74,355.26,54.88,85.89,80.71,56490,33894000000,1165457,107.52,104.11,103.16,122.4,99.37,27.82,16.19,11.92,4.89,73.62,8.04,72.67,91.87,2.5,947,11859,23909,103,2235,6.12
Jambi,Bungo,4760.83,381.27,59.98,86.16,81.93,76866,46119600000,1553782,115.49,110.41,127.97,80.19,107.29,23.86,20.63,16.07,2.9,74.02,8.6,74.44,88.95,4.67,1007,12439,27356,117,1500,5.06
Jambi,Kota Jambi,169.89,635.1,61.53,96.72,96.06,92892,55735200000,2122022,94.69,92.12,83.45,84.63,101.99,22.46,18.26,19.58,3.36,75.12,11.51,81.77,95.18,7.38,2126,33116,43375,149,6605,7.73
Jambi,Kota Sungai Penuh,364.92,100.85,77.19,80.56,89.5,18214,10928400000,1526942,96.77,93.81,64.9,66.83,102.09,19.48,20.56,16.94,4.57,74.29,10.48,77.93,94.7,4.3,614,5659,10281,32,1731,2.92
Sumatera Selatan,Ogan Komering Ulu,3774.5,383.039,39.01,82.72,82.55,86381,51828600000,1118993,106.83,101.23,93.47,67.76,98.78,22.32,14.57,20.71,4.0,73.59,8.86,73.7,94.43,4.05,1105,16758,20465,89,3060,10.68
Sumatera Selatan,Ogan Komering Ilir,17071.33,807.085,49.25,65.54,78.41,175434,105260400000,1241271,112.95,109.29,67.34,162.83,99.9,30.74,11.76,22.31,4.35,74.23,7.19,71.48,92.6,3.38,1759,26877,46649,178,3423,12.08
Sumatera Selatan,Muara Enim,6763.91,640.962,69.99,86.54,91.18,171620,102972000000,1268766,105.85,90.02,124.72,125.25,100.09,21.41,15.42,24.24,5.94,74.49,8.27,73.1,90.14,4.09,1634,24396,116724,146,3264,9.79
Sumatera Selatan,Lahat,4333.07,450.281,70.52,69.27,84.86,109135,65481000000,1312608,104.47,85.56,146.62,93.87,89.04,18.29,13.46,26.99,7.58,73.58,8.69,72.83,94.99,3.11,1566,18627,29981,100,3069,14.14
Sumatera Selatan,Musi Rawas,6122.59,411.787,76.88,70.98,91.39,151696,91017600000,1141356,119.1,116.93,50.64,31.06,100.46,22.38,12.71,26.81,4.78,74.16,7.57,71.21,86.78,1.94,1029,14251,25472,144,1970,13.44
Sumatera Selatan,Musi Banyuasin,14550.79,651.95,74.71,79.03,86.11,124897,74938200000,1402383,109.23,109.99,97.99,92.39,101.51,25.17,16.47,23.16,3.64,74.42,7.95,72.27,83.78,2.13,1804,27706,92667,185,3222,12.88
Sumatera Selatan,Banyu Asin,12262.76,885.902,63.23,61.51,81.42,191207,114724200000,1296176,103.75,96.26,73.05,65.47,95.33,35.42,13.44,13.72,1.61,74.47,7.48,71.55,89.9,3.24,1777,25146,39630,171,2998,9.31
Sumatera Selatan,Ogan Komering Ulu Selatan,3412.72,429.535,29.27,59.8,82.6,108019,64811400000,968269,97.06,91.72,89.24,88.43,98.15,20.06,10.79,14.23,2.14,73.44,8.25,70.0,92.43,1.8,864,11205,11908,67,3792,9.86
Sumatera Selatan,Ogan Komering Ulu Timur,4369.25,674.184,36.88,88.91,96.19,122051,73230600000,1093225,104.13,103.67,125.22,102.97,99.91,25.48,16.17,21.53,4.59,74.51,8.08,73.64,94.83,3.45,1963,26322,21240,147,1661,9.75
Sumatera Selatan,Ogan Ilir,2302.86,436.141,51.98,75.12,73.69,144111,86466600000,1093531,109.37,115.82,67.46,66.75,99.05,29.58,11.76,17.99,2.73,73.43,8.09,72.67,98.89,2.65,1211,16407,15241,62,2163,12.3
Sumatera Selatan,Empat Lawang,2234.1,345.641,67.83,39.84,69.33,56215,33729000000,960046,93.78,93.71,45.52,23.71,100.74,21.44,15.7,25.81,2.63,70.93,7.68,69.63,93.79,2.84,707,9305,6722,31,1237,10.78
